accession,file_accession,target,dataset_description,replicate_libraries,replicate_antibody,controls,controlled_by,paired_end,paired_with,href,md5sum,fiji_file
ENCSR241LIH,ENCFF452EKB,AFF1,AFF1 ChIP-seq on human K562,ENCLB092EUT,ENCAB965DCO,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF267LVE,/files/ENCFF452EKB/@@download/ENCFF452EKB.fastq.gz,c9517932e0e5bb5c773e0bd8bc833677,fastq/encode/ENCFF452EKB.fastq.gz
ENCSR241LIH,ENCFF404ITD,AFF1,AFF1 ChIP-seq on human K562,ENCLB086HWN,ENCAB965DCO,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF792VBK,/files/ENCFF404ITD/@@download/ENCFF404ITD.fastq.gz,d4d1300de059adf0876ba7a466618cf5,fastq/encode/ENCFF404ITD.fastq.gz
ENCSR241LIH,ENCFF792VBK,AFF1,AFF1 ChIP-seq on human K562,ENCLB086HWN,ENCAB965DCO,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF404ITD,/files/ENCFF792VBK/@@download/ENCFF792VBK.fastq.gz,78e991f9f8610b1a5c7950a18f216bd9,fastq/encode/ENCFF792VBK.fastq.gz
ENCSR249BHQ,ENCFF669OSV,ZNF592,ZNF592 ChIP-seq on human K562,ENCLB291MXB,ENCAB438BKV,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF706KLP,/files/ENCFF669OSV/@@download/ENCFF669OSV.fastq.gz,8dc676b7ab8ffc282f9b63b7d2abcbc3,fastq/encode/ENCFF669OSV.fastq.gz
ENCSR249BHQ,ENCFF283GNM,ZNF592,ZNF592 ChIP-seq on human K562,ENCLB939TSV,ENCAB438BKV,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF451RCX,/files/ENCFF283GNM/@@download/ENCFF283GNM.fastq.gz,3a08a44c91d96590e743c672138bc02f,fastq/encode/ENCFF283GNM.fastq.gz
ENCSR249BHQ,ENCFF706KLP,ZNF592,ZNF592 ChIP-seq on human K562,ENCLB291MXB,ENCAB438BKV,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF669OSV,/files/ENCFF706KLP/@@download/ENCFF706KLP.fastq.gz,d0a47af02c2f9e716a0f495c4866a753,fastq/encode/ENCFF706KLP.fastq.gz
ENCSR249BHQ,ENCFF451RCX,ZNF592,ZNF592 ChIP-seq on human K562,ENCLB939TSV,ENCAB438BKV,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF283GNM,/files/ENCFF451RCX/@@download/ENCFF451RCX.fastq.gz,26ec00e585df209220407a95c11d33fa,fastq/encode/ENCFF451RCX.fastq.gz
ENCSR249OFO,ENCFF419AVJ,Control,Input control ChIP-seq on human eGFP-KLF1 tagged K562 cell line.,ENCLB503VCE,NA,NA,NA,fastq_2,ENCFF918QAP,/files/ENCFF419AVJ/@@download/ENCFF419AVJ.fastq.gz,806a5920bb2776754c1deb4c1084e85b,fastq/encode/ENCFF419AVJ.fastq.gz
ENCSR249OFO,ENCFF918QAP,Control,Input control ChIP-seq on human eGFP-KLF1 tagged K562 cell line.,ENCLB503VCE,NA,NA,NA,fastq_1,ENCFF419AVJ,/files/ENCFF918QAP/@@download/ENCFF918QAP.fastq.gz,3680ecc7fc75baa77f55b21bc3175f82,fastq/encode/ENCFF918QAP.fastq.gz
ENCSR256DQC,ENCFF717YHU,Control,Input control ChIP-seq on human eGFP-TEAD2 tagged K562 cell line.,ENCLB663ULD,NA,NA,NA,fastq_1,ENCFF031XFH,/files/ENCFF717YHU/@@download/ENCFF717YHU.fastq.gz,b856b23dcbe57f1f3a6251e6b71fe9b6,fastq/encode/ENCFF717YHU.fastq.gz
ENCSR256DQC,ENCFF031XFH,Control,Input control ChIP-seq on human eGFP-TEAD2 tagged K562 cell line.,ENCLB663ULD,NA,NA,NA,fastq_2,ENCFF717YHU,/files/ENCFF031XFH/@@download/ENCFF031XFH.fastq.gz,fc05eb56346872ceb1924edda5375836,fastq/encode/ENCFF031XFH.fastq.gz
ENCSR263DFP,ENCFF793URQ,eGFP-PBX2,eGFP-PBX2 ChIP-seq on human K562,ENCLB199PDG,ENCAB728YTO,ENCSR623SDL,ENCFF839JCV,fastq_2,ENCFF176RUD,/files/ENCFF793URQ/@@download/ENCFF793URQ.fastq.gz,534d49bbde0c3cabcf67bef894df81f6,fastq/encode/ENCFF793URQ.fastq.gz
ENCSR263DFP,ENCFF176RUD,eGFP-PBX2,eGFP-PBX2 ChIP-seq on human K562,ENCLB199PDG,ENCAB728YTO,ENCSR623SDL,ENCFF839JCV,fastq_1,ENCFF793URQ,/files/ENCFF176RUD/@@download/ENCFF176RUD.fastq.gz,ffab989c20d7825f8c88ad33e4e127c0,fastq/encode/ENCFF176RUD.fastq.gz
ENCSR263DFP,ENCFF410UIX,eGFP-PBX2,eGFP-PBX2 ChIP-seq on human K562,ENCLB725KCV,ENCAB728YTO,ENCSR623SDL,ENCFF839JCV,fastq_2,ENCFF932THV,/files/ENCFF410UIX/@@download/ENCFF410UIX.fastq.gz,566e5dfcea248238755fe8289b734cee,fastq/encode/ENCFF410UIX.fastq.gz
ENCSR263DFP,ENCFF932THV,eGFP-PBX2,eGFP-PBX2 ChIP-seq on human K562,ENCLB725KCV,ENCAB728YTO,ENCSR623SDL,ENCFF839JCV,fastq_1,ENCFF410UIX,/files/ENCFF932THV/@@download/ENCFF932THV.fastq.gz,0c73d81fe92377f5a582612a18b775d2,fastq/encode/ENCFF932THV.fastq.gz
ENCSR264CZJ,ENCFF499VMV,THRA,THRA ChIP-seq on human K562,ENCLB304OIE,ENCAB669LID,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF097JYZ,/files/ENCFF499VMV/@@download/ENCFF499VMV.fastq.gz,ab02f52b0613da9bccddcf151f39fb50,fastq/encode/ENCFF499VMV.fastq.gz
ENCSR264CZJ,ENCFF405EAB,THRA,THRA ChIP-seq on human K562,ENCLB921LQN,ENCAB669LID,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF695OJN,/files/ENCFF405EAB/@@download/ENCFF405EAB.fastq.gz,501ca1f9d4c5e0f6aa18c4076dc5a646,fastq/encode/ENCFF405EAB.fastq.gz
ENCSR264CZJ,ENCFF695OJN,THRA,THRA ChIP-seq on human K562,ENCLB921LQN,ENCAB669LID,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF405EAB,/files/ENCFF695OJN/@@download/ENCFF695OJN.fastq.gz,fea3385615d02443cca8470a3ca9acc5,fastq/encode/ENCFF695OJN.fastq.gz
ENCSR264CZJ,ENCFF097JYZ,THRA,THRA ChIP-seq on human K562,ENCLB304OIE,ENCAB669LID,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF499VMV,/files/ENCFF097JYZ/@@download/ENCFF097JYZ.fastq.gz,2a9be8af612e31e1df2d23cd0bce6e97,fastq/encode/ENCFF097JYZ.fastq.gz
ENCSR277DMR,ENCFF898MPN,eGFP-ETV1,eGFP-ETV1 ChIP-seq on human K562,ENCLB001EOO,ENCAB728YTO,ENCSR667RDX,ENCFF510RBZ,fastq_2,ENCFF548SNS,/files/ENCFF898MPN/@@download/ENCFF898MPN.fastq.gz,794dbed2872c69da0a1a3c9aa49d53f6,fastq/encode/ENCFF898MPN.fastq.gz
ENCSR277DMR,ENCFF865UHF,eGFP-ETV1,eGFP-ETV1 ChIP-seq on human K562,ENCLB560SBO,ENCAB728YTO,ENCSR667RDX,ENCFF510RBZ,fastq_2,ENCFF990FFM,/files/ENCFF865UHF/@@download/ENCFF865UHF.fastq.gz,516f14bc99210afd53f6666a0a1f2cdf,fastq/encode/ENCFF865UHF.fastq.gz
ENCSR277DMR,ENCFF990FFM,eGFP-ETV1,eGFP-ETV1 ChIP-seq on human K562,ENCLB560SBO,ENCAB728YTO,ENCSR667RDX,ENCFF487HZM,fastq_1,ENCFF865UHF,/files/ENCFF990FFM/@@download/ENCFF990FFM.fastq.gz,abcd9cbdb041caeec9a65a408fef8af3,fastq/encode/ENCFF990FFM.fastq.gz
ENCSR277DMR,ENCFF548SNS,eGFP-ETV1,eGFP-ETV1 ChIP-seq on human K562,ENCLB001EOO,ENCAB728YTO,ENCSR667RDX,ENCFF487HZM,fastq_1,ENCFF898MPN,/files/ENCFF548SNS/@@download/ENCFF548SNS.fastq.gz,006ddecfef7da4399e5463ac391db569,fastq/encode/ENCFF548SNS.fastq.gz
ENCSR283ZNI,ENCFF891NFG,ZBTB8A,ZBTB8A ChIP-seq on human K562,ENCLB346YVP,ENCAB143NDO,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF522KRF,/files/ENCFF891NFG/@@download/ENCFF891NFG.fastq.gz,ca46acc3608a579e5ffcd2e26ec25a1a,fastq/encode/ENCFF891NFG.fastq.gz
ENCSR283ZNI,ENCFF933DHP,ZBTB8A,ZBTB8A ChIP-seq on human K562,ENCLB122WVO,ENCAB143NDO,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF438QQH,/files/ENCFF933DHP/@@download/ENCFF933DHP.fastq.gz,a35d338e539e47d47e0faec95b99cc01,fastq/encode/ENCFF933DHP.fastq.gz
ENCSR283ZNI,ENCFF438QQH,ZBTB8A,ZBTB8A ChIP-seq on human K562,ENCLB122WVO,ENCAB143NDO,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF933DHP,/files/ENCFF438QQH/@@download/ENCFF438QQH.fastq.gz,8d5731187e726ddeda0c2e0539f93912,fastq/encode/ENCFF438QQH.fastq.gz
ENCSR283ZNI,ENCFF522KRF,ZBTB8A,ZBTB8A ChIP-seq on human K562,ENCLB346YVP,ENCAB143NDO,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF891NFG,/files/ENCFF522KRF/@@download/ENCFF522KRF.fastq.gz,909b7e2abe795f3ea03dd9f6ae3cdcd1,fastq/encode/ENCFF522KRF.fastq.gz
ENCSR288MOZ,ENCFF324CSR,LARP7,LARP7 ChIP-seq on human K562,ENCLB980GXV,ENCAB568DRS,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF351HKA,/files/ENCFF324CSR/@@download/ENCFF324CSR.fastq.gz,3247ebc64134a8aef4e36de029dfcc6a,fastq/encode/ENCFF324CSR.fastq.gz
ENCSR288MOZ,ENCFF351HKA,LARP7,LARP7 ChIP-seq on human K562,ENCLB980GXV,ENCAB568DRS,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF324CSR,/files/ENCFF351HKA/@@download/ENCFF351HKA.fastq.gz,4622e11a1d34933dc5833c19e5666372,fastq/encode/ENCFF351HKA.fastq.gz
ENCSR288MOZ,ENCFF924YBQ,LARP7,LARP7 ChIP-seq on human K562,ENCLB746VSG,ENCAB568DRS,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF582HZV,/files/ENCFF924YBQ/@@download/ENCFF924YBQ.fastq.gz,05c63a2e8327dc7d9d6dd02c5301c0bb,fastq/encode/ENCFF924YBQ.fastq.gz
ENCSR288MOZ,ENCFF582HZV,LARP7,LARP7 ChIP-seq on human K562,ENCLB746VSG,ENCAB568DRS,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF924YBQ,/files/ENCFF582HZV/@@download/ENCFF582HZV.fastq.gz,3166c0a9fd382fc9d929919d6cc3029e,fastq/encode/ENCFF582HZV.fastq.gz
ENCSR298DKW,ENCFF422LHF,Control,Input control ChIP-seq on human eGFP-PYGO2 tagged K562 cell line.,ENCLB994GJI,NA,NA,NA,fastq_2,ENCFF427TUR,/files/ENCFF422LHF/@@download/ENCFF422LHF.fastq.gz,b7aa9aab6f03f2adac6e11ee84bf9624,fastq/encode/ENCFF422LHF.fastq.gz
ENCSR298DKW,ENCFF427TUR,Control,Input control ChIP-seq on human eGFP-PYGO2 tagged K562 cell line.,ENCLB994GJI,NA,NA,NA,fastq_1,ENCFF422LHF,/files/ENCFF427TUR/@@download/ENCFF427TUR.fastq.gz,7b4a091e1e4fc47164cc5b029cbbb8af,fastq/encode/ENCFF427TUR.fastq.gz
ENCSR298JCG,ENCFF241ADB,NCOR1,NCOR1 ChIP-seq on human K562,ENCLB844VLU,ENCAB805KAO,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF417KCI,/files/ENCFF241ADB/@@download/ENCFF241ADB.fastq.gz,85a84cd607dbce691dae826b92e5b28d,fastq/encode/ENCFF241ADB.fastq.gz
ENCSR298JCG,ENCFF253UMC,NCOR1,NCOR1 ChIP-seq on human K562,ENCLB229LKR,ENCAB805KAO,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF979ZZF,/files/ENCFF253UMC/@@download/ENCFF253UMC.fastq.gz,a9fc5e0d36c17ee18feed38ad7e62f7b,fastq/encode/ENCFF253UMC.fastq.gz
ENCSR298JCG,ENCFF417KCI,NCOR1,NCOR1 ChIP-seq on human K562,ENCLB844VLU,ENCAB805KAO,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF241ADB,/files/ENCFF417KCI/@@download/ENCFF417KCI.fastq.gz,e1a36dab1b099c596c6600c93e6af910,fastq/encode/ENCFF417KCI.fastq.gz
ENCSR298JCG,ENCFF979ZZF,NCOR1,NCOR1 ChIP-seq on human K562,ENCLB229LKR,ENCAB805KAO,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF253UMC,/files/ENCFF979ZZF/@@download/ENCFF979ZZF.fastq.gz,ef6ba3f3c0b7b73c4e1de039ebd8f3e9,fastq/encode/ENCFF979ZZF.fastq.gz
ENCSR298QDM,ENCFF703OVM,Control,Input control ChIP-seq on human eGFP-TSC22D4 tagged K562 cell line.,ENCLB977LNM,NA,NA,NA,fastq_1,ENCFF898SRJ,/files/ENCFF703OVM/@@download/ENCFF703OVM.fastq.gz,0e5762460f7a03d1f9d7d1e2957a6aa1,fastq/encode/ENCFF703OVM.fastq.gz
ENCSR298QDM,ENCFF898SRJ,Control,Input control ChIP-seq on human eGFP-TSC22D4 tagged K562 cell line.,ENCLB977LNM,NA,NA,NA,fastq_2,ENCFF703OVM,/files/ENCFF898SRJ/@@download/ENCFF898SRJ.fastq.gz,7a61668c426f9aa9afaf6c70393da3e5,fastq/encode/ENCFF898SRJ.fastq.gz
ENCSR302AWT,ENCFF795LQA,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB993DGG,ENCAB078NIW,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF097VAH,/files/ENCFF795LQA/@@download/ENCFF795LQA.fastq.gz,7f81e4271bd8adbf985dba5af3ddedcc,fastq/encode/ENCFF795LQA.fastq.gz
ENCSR302AWT,ENCFF097VAH,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB993DGG,ENCAB078NIW,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF795LQA,/files/ENCFF097VAH/@@download/ENCFF097VAH.fastq.gz,3fea425fad2176632a9bbb1d1cd36b77,fastq/encode/ENCFF097VAH.fastq.gz
ENCSR302AWT,ENCFF383GMF,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB941GGD,ENCAB078NIW,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF441GEH,/files/ENCFF383GMF/@@download/ENCFF383GMF.fastq.gz,e4c42d10cd05a03ac70f247189a41c8d,fastq/encode/ENCFF383GMF.fastq.gz
ENCSR302AWT,ENCFF441GEH,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB941GGD,ENCAB078NIW,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF383GMF,/files/ENCFF441GEH/@@download/ENCFF441GEH.fastq.gz,cb95c3992bd23be4a15bebbedc6aa93a,fastq/encode/ENCFF441GEH.fastq.gz
ENCSR314BBS,ENCFF529BRM,eGFP-PTTG1,eGFP-PTTG1 ChIP-seq on human K562,ENCLB710GIY,ENCAB728YTO,ENCSR085OAX,ENCFF760WPA,fastq_1,ENCFF277CCO,/files/ENCFF529BRM/@@download/ENCFF529BRM.fastq.gz,3a8ed29e7c367b506271cdb0914417cc,fastq/encode/ENCFF529BRM.fastq.gz
ENCSR314BBS,ENCFF349DXW,eGFP-PTTG1,eGFP-PTTG1 ChIP-seq on human K562,ENCLB636VQQ,ENCAB728YTO,ENCSR085OAX,ENCFF760WPA,fastq_1,ENCFF660MJG,/files/ENCFF349DXW/@@download/ENCFF349DXW.fastq.gz,3cddd6f9861a03e552067fabc4c15bd4,fastq/encode/ENCFF349DXW.fastq.gz
ENCSR314BBS,ENCFF660MJG,eGFP-PTTG1,eGFP-PTTG1 ChIP-seq on human K562,ENCLB636VQQ,ENCAB728YTO,ENCSR085OAX,ENCFF950USL,fastq_2,ENCFF349DXW,/files/ENCFF660MJG/@@download/ENCFF660MJG.fastq.gz,c0e90118477f05b270f36d7a4a483c00,fastq/encode/ENCFF660MJG.fastq.gz
ENCSR314BBS,ENCFF277CCO,eGFP-PTTG1,eGFP-PTTG1 ChIP-seq on human K562,ENCLB710GIY,ENCAB728YTO,ENCSR085OAX,ENCFF950USL,fastq_2,ENCFF529BRM,/files/ENCFF277CCO/@@download/ENCFF277CCO.fastq.gz,e39cc7598bd71c76b9ed2239f2fa5896,fastq/encode/ENCFF277CCO.fastq.gz
ENCSR315NNL,ENCFF878ZAA,CHAMP1,CHAMP1 ChIP-seq on human K562,ENCLB850KSG,ENCAB469ASP,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF389LWM,/files/ENCFF878ZAA/@@download/ENCFF878ZAA.fastq.gz,2948b58b9c0d4e300500460549fe3dca,fastq/encode/ENCFF878ZAA.fastq.gz
ENCSR315NNL,ENCFF389LWM,CHAMP1,CHAMP1 ChIP-seq on human K562,ENCLB850KSG,ENCAB469ASP,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF878ZAA,/files/ENCFF389LWM/@@download/ENCFF389LWM.fastq.gz,74b66e0216a34497470efa83f994a6c1,fastq/encode/ENCFF389LWM.fastq.gz
ENCSR315NNL,ENCFF273PTZ,CHAMP1,CHAMP1 ChIP-seq on human K562,ENCLB721DGC,ENCAB469ASP,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF745JUW,/files/ENCFF273PTZ/@@download/ENCFF273PTZ.fastq.gz,4355f9830d0682711912405d4f2e3dde,fastq/encode/ENCFF273PTZ.fastq.gz
ENCSR315NNL,ENCFF745JUW,CHAMP1,CHAMP1 ChIP-seq on human K562,ENCLB721DGC,ENCAB469ASP,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF273PTZ,/files/ENCFF745JUW/@@download/ENCFF745JUW.fastq.gz,356581762f50a9a1fccad26266a8a47e,fastq/encode/ENCFF745JUW.fastq.gz
ENCSR322CFO,ENCFF776VEC,ZEB2,ZEB2 ChIP-seq on human K562,ENCLB962QOX,ENCAB996GAH,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF824ADC,/files/ENCFF776VEC/@@download/ENCFF776VEC.fastq.gz,2609c57a4f5e25beb3051b50f481907c,fastq/encode/ENCFF776VEC.fastq.gz
ENCSR322CFO,ENCFF824ADC,ZEB2,ZEB2 ChIP-seq on human K562,ENCLB962QOX,ENCAB996GAH,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF776VEC,/files/ENCFF824ADC/@@download/ENCFF824ADC.fastq.gz,0790532abd2140b647745cbfd06adbf2,fastq/encode/ENCFF824ADC.fastq.gz
ENCSR322CFO,ENCFF845FIV,ZEB2,ZEB2 ChIP-seq on human K562,ENCLB572FFJ,ENCAB996GAH,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF349FIQ,/files/ENCFF845FIV/@@download/ENCFF845FIV.fastq.gz,be3c429c83bb3978c697195630e5819c,fastq/encode/ENCFF845FIV.fastq.gz
ENCSR322CFO,ENCFF349FIQ,ZEB2,ZEB2 ChIP-seq on human K562,ENCLB572FFJ,ENCAB996GAH,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF845FIV,/files/ENCFF349FIQ/@@download/ENCFF349FIQ.fastq.gz,cb3b0f3ded41b26a720b965e9d01d93d,fastq/encode/ENCFF349FIQ.fastq.gz
ENCSR325DER,ENCFF798AFN,NR3C1,NR3C1 ChIP-seq on human K562,ENCLB310FIV,ENCAB267HGJ,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF940DHI,/files/ENCFF798AFN/@@download/ENCFF798AFN.fastq.gz,1826a40db9a225d6c34c157f323faf0e,fastq/encode/ENCFF798AFN.fastq.gz
ENCSR325DER,ENCFF940DHI,NR3C1,NR3C1 ChIP-seq on human K562,ENCLB310FIV,ENCAB267HGJ,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF798AFN,/files/ENCFF940DHI/@@download/ENCFF940DHI.fastq.gz,633c97114b2456779dc73e008f647c32,fastq/encode/ENCFF940DHI.fastq.gz
ENCSR325DER,ENCFF628HBL,NR3C1,NR3C1 ChIP-seq on human K562,ENCLB516EPQ,ENCAB267HGJ,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF114TJN,/files/ENCFF628HBL/@@download/ENCFF628HBL.fastq.gz,a6de6d8678c7e6a794546b3eb1cc842c,fastq/encode/ENCFF628HBL.fastq.gz
ENCSR325DER,ENCFF114TJN,NR3C1,NR3C1 ChIP-seq on human K562,ENCLB516EPQ,ENCAB267HGJ,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF628HBL,/files/ENCFF114TJN/@@download/ENCFF114TJN.fastq.gz,5425ebe4995373ef19a7c7e7e40b9323,fastq/encode/ENCFF114TJN.fastq.gz
ENCSR325RLL,ENCFF670UOV,POLR2B,POLR2B ChIP-seq on human K562,ENCLB658JZH,ENCAB069SSA,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF841OOC,/files/ENCFF670UOV/@@download/ENCFF670UOV.fastq.gz,dec7b551a8c3cdcfc86917b69719d17c,fastq/encode/ENCFF670UOV.fastq.gz
ENCSR325RLL,ENCFF058FFZ,POLR2B,POLR2B ChIP-seq on human K562,ENCLB932JAV,ENCAB069SSA,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF674GQJ,/files/ENCFF058FFZ/@@download/ENCFF058FFZ.fastq.gz,fbf194655f43439cfe93251c1cc0cca3,fastq/encode/ENCFF058FFZ.fastq.gz
ENCSR325RLL,ENCFF674GQJ,POLR2B,POLR2B ChIP-seq on human K562,ENCLB932JAV,ENCAB069SSA,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF058FFZ,/files/ENCFF674GQJ/@@download/ENCFF674GQJ.fastq.gz,d45bcccd21c4aae33ea9c76c009d2d81,fastq/encode/ENCFF674GQJ.fastq.gz
ENCSR325RLL,ENCFF841OOC,POLR2B,POLR2B ChIP-seq on human K562,ENCLB658JZH,ENCAB069SSA,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF670UOV,/files/ENCFF841OOC/@@download/ENCFF841OOC.fastq.gz,fe7f8b9f5817ad7341598947b262e769,fastq/encode/ENCFF841OOC.fastq.gz
ENCSR329YMD,ENCFF746XJG,Control,Input control ChIP-seq on human eGFP-ZNF24 tagged K562 cell line.,ENCLB560AIC,NA,NA,NA,fastq_2,ENCFF338LYQ,/files/ENCFF746XJG/@@download/ENCFF746XJG.fastq.gz,f6ee70f6c9dcd9cbcd94c23c88188249,fastq/encode/ENCFF746XJG.fastq.gz
ENCSR329YMD,ENCFF338LYQ,Control,Input control ChIP-seq on human eGFP-ZNF24 tagged K562 cell line.,ENCLB560AIC,NA,NA,NA,fastq_1,ENCFF746XJG,/files/ENCFF338LYQ/@@download/ENCFF338LYQ.fastq.gz,d2972ea42117cb1dffb1b660c14df46c,fastq/encode/ENCFF338LYQ.fastq.gz
ENCSR331BDJ,ENCFF735DMN,NKRF,NKRF ChIP-seq on human K562,ENCLB437YKX,ENCAB893CIV,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF708VCO,/files/ENCFF735DMN/@@download/ENCFF735DMN.fastq.gz,d86a59228657dc089a7866f62da16db3,fastq/encode/ENCFF735DMN.fastq.gz
ENCSR331BDJ,ENCFF708VCO,NKRF,NKRF ChIP-seq on human K562,ENCLB437YKX,ENCAB893CIV,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF735DMN,/files/ENCFF708VCO/@@download/ENCFF708VCO.fastq.gz,8a22439daceb2f9faa38a7c89685215a,fastq/encode/ENCFF708VCO.fastq.gz
ENCSR331BDJ,ENCFF259JYL,NKRF,NKRF ChIP-seq on human K562,ENCLB457YMV,ENCAB893CIV,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF599KBS,/files/ENCFF259JYL/@@download/ENCFF259JYL.fastq.gz,d3e4214c4613ba2d2be8a27ab10aee5b,fastq/encode/ENCFF259JYL.fastq.gz
ENCSR331BDJ,ENCFF599KBS,NKRF,NKRF ChIP-seq on human K562,ENCLB457YMV,ENCAB893CIV,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF259JYL,/files/ENCFF599KBS/@@download/ENCFF599KBS.fastq.gz,2c8c58a3e65bb3d4f050a5099c8a811f,fastq/encode/ENCFF599KBS.fastq.gz
ENCSR334HSW,ENCFF610TGH,ZNF318,ZNF318 ChIP-seq on human K562,ENCLB421OCV,ENCAB295BCT,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF976NWF,/files/ENCFF610TGH/@@download/ENCFF610TGH.fastq.gz,f538395551c9a9b09279407180b17b0c,fastq/encode/ENCFF610TGH.fastq.gz
ENCSR334HSW,ENCFF976NWF,ZNF318,ZNF318 ChIP-seq on human K562,ENCLB421OCV,ENCAB295BCT,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF610TGH,/files/ENCFF976NWF/@@download/ENCFF976NWF.fastq.gz,676c09fe710adfec4b4dc26dd00fa073,fastq/encode/ENCFF976NWF.fastq.gz
ENCSR334HSW,ENCFF252HPP,ZNF318,ZNF318 ChIP-seq on human K562,ENCLB294QSB,ENCAB295BCT,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF187NIJ,/files/ENCFF252HPP/@@download/ENCFF252HPP.fastq.gz,ddb154c312aec26424fb9ac8e90340aa,fastq/encode/ENCFF252HPP.fastq.gz
ENCSR334HSW,ENCFF187NIJ,ZNF318,ZNF318 ChIP-seq on human K562,ENCLB294QSB,ENCAB295BCT,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF252HPP,/files/ENCFF187NIJ/@@download/ENCFF187NIJ.fastq.gz,494d5ac79c228a366333a27a05c4445c,fastq/encode/ENCFF187NIJ.fastq.gz
ENCSR336DXE,ENCFF310DAJ,SKIL,SKIL ChIP-seq on human K562,ENCLB491EZI,ENCAB000BNW,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF493LNW,/files/ENCFF310DAJ/@@download/ENCFF310DAJ.fastq.gz,01cfa70daacf17dcf3a9e64e79cb2897,fastq/encode/ENCFF310DAJ.fastq.gz
ENCSR336DXE,ENCFF493LNW,SKIL,SKIL ChIP-seq on human K562,ENCLB491EZI,ENCAB000BNW,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF310DAJ,/files/ENCFF493LNW/@@download/ENCFF493LNW.fastq.gz,937a2ff98eb1776070ec69779b0a3bb2,fastq/encode/ENCFF493LNW.fastq.gz
ENCSR336DXE,ENCFF411JNO,SKIL,SKIL ChIP-seq on human K562,ENCLB295RTL,ENCAB000BNW,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF138KRI,/files/ENCFF411JNO/@@download/ENCFF411JNO.fastq.gz,49836338f712a05915c1d0c94fd513e5,fastq/encode/ENCFF411JNO.fastq.gz
